File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,"American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area",Combined Statistical Area,"Metropolitan Statistical Area-Metropolitan Division",Metropolitan Area Central City,"Metropolitan/MicropolitanIndicator Flag",New England City and Town Area,"New England City and TownCombined Statistical Area","New England City and Town AreaDivision",Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,"Public Use Microdata Area – 5%File",Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Graduate (Includes Equivalency),% Population 25 Years and Over: Some College,% Population 25 Years and Over: Bachelor's Degree,% Population 25 Years and Over: Master's Degree,% Population 25 Years and Over: Professional School Degree,% Population 25 Years and Over: Doctorate Degree,Median Household Income (In 2021 Inflation Adjusted Dollars)
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001
ACSSF,ca,312,0,238,,,,,6,,,6000,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600606000,Berkeley city,,,"Berkeley city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,27117763,18715587,606000,,,,,,,75318,2355,5372,12094,24348,17565,5808,7776,3.13,7.13,16.06,32.33,23.32,7.71,10.32,101048
ACSSF,ca,312,0,239,,,,,6,,,41992,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600641992,Livermore city,,,"Livermore city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,,,641992,,,,,,,62087,4402,10196,19971,16615,7998,870,2035,7.09,16.42,32.17,26.76,12.88,1.4,3.28,130111
ACSSF,ca,312,0,240,,,,,6,,,53000,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600653000,Oakland city,,,"Oakland city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,144484543,57539591,653000,,,,,,,318281,51915,48157,69234,80386,47543,11624,9422,16.31,15.13,21.75,25.26,14.94,3.65,2.96,82236
ACSSF,ca,312,0,241,,,,,6,,,57792,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600657792,Pleasanton city,,,"Pleasanton city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,62451794,395189,657792,,,,,,,56702,1879,5490,13203,19297,12518,1823,2492,3.31,9.68,23.28,34.03,22.08,3.22,4.39,145263
ACSSF,ca,312,0,242,,,,,6,,,60102,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600660102,Redwood City city,,,"Redwood City city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,50296799,39380121,660102,,,,,,,60453,5771,10672,11266,16458,9830,2206,4250,9.55,17.65,18.64,27.22,16.26,3.65,7.03,145128
ACSSF,ca,312,0,243,,,,,6,,,67000,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600667000,San Francisco city,,,"San Francisco city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,121399963,479190317,667000,,,,,,,647880,69983,74318,108999,224159,112642,32419,25360,10.8,11.47,16.82,34.6,17.39,5,3.91,121826
ACSSF,ca,312,0,244,,,,,6,,,68252,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600668252,San Mateo city,,,"San Mateo city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,31415741,9721643,668252,,,,,,,75078,8143,8931,14519,23551,13303,3335,3296,10.85,11.9,19.34,31.37,17.72,4.44,4.39,129957
ACSSF,ca,312,0,245,,,,,6,,,68378,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600668378,San Ramon city,,,"San Ramon city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,,,668378,,,,,,,56663,2020,5009,10413,22941,13049,2081,1150,3.56,8.84,18.38,40.49,23.03,3.67,2.03,162388
ACSSF,ca,312,0,246,,,,,6,,,83346,,,,,,,,,,41860,,,,,,,,,,,,,,,,,,Y,,31200US418600683346,Walnut Creek city,,,"Walnut Creek city, CA; San Francisco-Oakland-Berkeley, CA Metro Area",4.18601E+11,51169325,31275,683346,,,,,,,51851,1398,5602,8625,21268,9757,2657,2544,2.7,10.8,16.63,41.02,18.82,5.12,4.91,118483
ACSSF,ca,312,0,247,,,,,6,,,47766,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400647766,Milpitas city,,,"Milpitas city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,35199866,128443,647766,,,,,,,57169,6601,8130,11166,18853,9802,632,1985,11.55,14.22,19.53,32.98,17.15,1.11,3.47,169460
ACSSF,ca,312,0,248,,,,,6,,,49670,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400649670,Mountain View city,,,"Mountain View city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,31067790,719721,649670,,,,,,,59044,3243,5232,6653,17090,18910,2272,5644,5.49,8.86,11.27,28.94,32.03,3.85,9.56,157243
ACSSF,ca,312,0,249,,,,,6,,,55282,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400655282,Palo Alto city,,,"Palo Alto city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,61858327,4928658,655282,,,,,,,45327,2055,1991,4726,12075,13160,4004,7316,4.53,4.39,10.43,26.64,29.03,8.83,16.14,195781
ACSSF,ca,312,0,250,,,,,6,,,68000,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400668000,San Jose city,,,"San Jose city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,457201438,8907829,668000,,,,,,,691752,97642,112460,164583,182869,101721,14790,17687,14.12,16.26,23.79,26.44,14.7,2.14,2.56,126377
ACSSF,ca,312,0,251,,,,,6,,,69084,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400669084,Santa Clara city,,,"Santa Clara city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,47674550,0,669084,,,,,,,90840,5136,8567,17234,28145,22008,2457,7293,5.65,9.43,18.97,30.98,24.23,2.7,8.03,155238
ACSSF,ca,312,0,252,,,,,6,,,77000,,,,,,,,,,41940,,,,,,,,,,,,,,,,,,Y,,31200US419400677000,Sunnyvale city,,,"Sunnyvale city, CA; San Jose-Sunnyvale-Santa Clara, CA Metro Area",4.19401E+11,56947280,1817657,677000,,,,,,,112990,7512,12141,17171,33669,34794,2001,5702,6.65,10.75,15.2,29.8,30.79,1.77,5.05,156059
ACSSF,pr,312,0,37,,,,,72,,,6593,,,,,,,,,,41980,,,,,,,,,,,,,,,,,,Y,,31200US419807206593,Bayamón zona urbana,,,"Bayamón zona urbana, PR; San Juan-Bayamón-Caguas, PR Metro Area",4.19807E+11,,,7206593,,,,,,,126847,18484,28415,39221,30546,7332,1377,1472,14.57,22.4,30.92,24.08,5.78,1.09,1.16,26540
ACSSF,pr,312,0,38,,,,,72,,,10334,,,,,,,,,,41980,,,,,,,,,,,,,,,,,,Y,,31200US419807210334,Caguas zona urbana,,,"Caguas zona urbana, PR; San Juan-Bayamón-Caguas, PR Metro Area",4.19807E+11,28272169,244578,7210334,,,,,,,57315,9330,17645,13192,13326,2943,491,388,16.28,30.79,23.02,23.25,5.13,0.86,0.68,22125
ACSSF,pr,312,0,39,,,,,72,,,32522,,,,,,,,,,41980,,,,,,,,,,,,,,,,,,Y,,31200US419807232522,Guaynabo zona urbana,,,"Guaynabo zona urbana, PR; San Juan-Bayamón-Caguas, PR Metro Area",4.19807E+11,31187125,439502,7232522,,,,,,,54955,5719,6674,9410,21220,6811,3790,1331,10.41,12.14,17.12,38.61,12.39,6.9,2.42,53479
ACSSF,pr,312,0,40,,,,,72,,,76770,,,,,,,,,,41980,,,,,,,,,,,,,,,,,,Y,,31200US419807276770,San Juan zona urbana,,,"San Juan zona urbana, PR; San Juan-Bayamón-Caguas, PR Metro Area",4.19807E+11,102305007,17914425,7276770,,,,,,,240199,35563,53937,52663,58395,21883,10671,7087,14.81,22.46,21.92,24.31,9.11,4.44,2.95,22556
ACSSF,nm,312,0,27,,,,,35,,,70500,,,,,,,,,,42140,,,,,,,,,,,,,,,,,,Y,,31200US421403570500,Santa Fe city,,,"Santa Fe city, NM; Santa Fe, NM Metro Area",4.21404E+11,119081213,171901,3570500,,,,,,,64505,4485,11325,17284,13607,12245,2166,3393,6.95,17.56,26.79,21.09,18.98,3.36,5.26,60517
ACSSF,ca,312,0,253,,,,,6,,,69070,,,,,,,,,,42200,,,,,,,,,,,,,,,,,,Y,,31200US422000669070,Santa Barbara city,,,"Santa Barbara city, CA; Santa Maria-Santa Barbara, CA Metro Area",4.22001E+11,,,669070,,,,,,,63359,7988,7437,16429,17106,9803,3295,1301,12.61,11.74,25.93,27,15.47,5.2,2.05,90711
ACSSF,ca,312,0,254,,,,,6,,,69196,,,,,,,,,,42200,,,,,,,,,,,,,,,,,,Y,,31200US422000669196,Santa Maria city,,,"Santa Maria city, CA; Santa Maria-Santa Barbara, CA Metro Area",4.22001E+11,,,669196,,,,,,,61773,22713,12680,16626,6670,2279,651,154,36.77,20.53,26.91,10.8,3.69,1.05,0.25,69714
ACSSF,ca,312,0,255,,,,,6,,,70098,,,,,,,,,,42220,,,,,,,,,,,,,,,,,,Y,,31200US422200670098,Santa Rosa city,,,"Santa Rosa city, CA; Santa Rosa-Petaluma, CA Metro Area",4.22201E+11,106950313,531185,670098,,,,,,,125328,19607,23425,38338,28818,9757,3787,1596,15.64,18.69,30.59,22.99,7.79,3.02,1.27,86459
ACSSF,ga,312,0,73,,,,,13,,,69000,,,,,,,,,,42340,,,,,,,,,,,,,,,,,,Y,,31200US423401369000,Savannah city,,,"Savannah city, GA; Savannah, GA Metro Area",4.23401E+11,267159799,14448709,1369000,,,,,,,94196,9428,25868,28064,20029,8454,1848,505,10.01,27.46,29.79,21.26,8.97,1.96,0.54,49612
ACSSF,pa,312,0,72,,,,,42,,,69000,,,,,,,,,,42540,,,,,,,,,,,,,,,,,,Y,,31200US425404269000,Scranton city,,,"Scranton city, PA; Scranton--Wilkes-Barre, PA Metro Area",4.25404E+11,65550844,592027,4269000,,,,,,,50713,6589,19051,12769,6732,3761,1149,662,12.99,37.57,25.18,13.27,7.42,2.27,1.31,54279
ACSSF,wa,312,0,56,,,,,53,,,3180,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605303180,Auburn city,,,"Auburn city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,76717609,693875,5303180,,,,,,,57928,6445,16584,21257,9005,3577,668,392,11.13,28.63,36.7,15.55,6.17,1.15,0.68,79368
ACSSF,wa,312,0,57,,,,,53,,,5210,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605305210,Bellevue city,,,"Bellevue city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,82795861,11664534,5305210,,,,,,,109738,3739,10383,18036,39899,28126,4480,5075,3.41,9.46,16.44,36.36,25.63,4.08,4.62,144274
ACSSF,wa,312,0,58,,,,,53,,,22640,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605322640,Everett city,,,"Everett city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,86628300,38939239,5322640,,,,,,,79266,7280,21082,28552,15557,4912,1504,379,9.18,26.6,36.02,19.63,6.2,1.9,0.48,70023
ACSSF,wa,312,0,59,,,,,53,,,35415,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605335415,Kent city,,,"Kent city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,74138971,1446698,5335415,,,,,,,89253,12471,22254,28161,18940,6329,606,492,13.97,24.93,31.55,21.22,7.09,0.68,0.55,81373
ACSSF,wa,312,0,60,,,,,53,,,57535,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605357535,Redmond city,,,"Redmond city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,,,5357535,,,,,,,53129,1363,2362,6792,20696,18059,1343,2514,2.57,4.45,12.78,38.95,33.99,2.53,4.73,155426
ACSSF,wa,312,0,61,,,,,53,,,57745,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605357745,Renton city,,,"Renton city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,59878791,1085159,5357745,,,,,,,75017,9885,13479,22304,18434,8543,1190,1182,13.18,17.97,29.73,24.57,11.39,1.59,1.58,83699
ACSSF,wa,312,0,62,,,,,53,,,63000,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605363000,Seattle city,,,"Seattle city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,217410345,152055857,5363000,,,,,,,558105,22918,56289,97539,211301,116870,29369,23819,4.11,10.09,17.48,37.86,20.94,5.26,4.27,110781
ACSSF,wa,312,0,63,,,,,53,,,70000,,,,,,,,,,42660,,,,,,,,,,,,,,,,,,Y,,31200US426605370000,Tacoma city,,,"Tacoma city, WA; Seattle-Tacoma-Bellevue, WA Metro Area",4.26605E+11,128776569,32684808,5370000,,,,,,,155967,14059,38177,49287,33450,14342,4862,1790,9.01,24.48,31.6,21.45,9.2,3.12,1.15,77141
ACSSF,la,312,0,42,,,,,22,,,70000,,,,,,,,,,43340,,,,,,,,,,,,,,,,,,Y,,31200US433402270000,Shreveport city,,,"Shreveport city, LA; Shreveport-Bossier City, LA Metro Area",4.33402E+11,272920015,40029586,2270000,,,,,,,123087,16979,36941,36365,18132,10466,2524,1680,13.79,30.01,29.54,14.73,8.5,2.05,1.36,42034
ACSSF,ia,312,0,38,,,,,19,,,73335,,,,,,,,,,43580,,,,,,,,,,,,,,,,,,Y,,31200US435801973335,Sioux City city,,,"Sioux City city, IA (part); Sioux City, IA-NE-SD Metro Area",4.35802E+11,148454152,2959488,1973335,,,,,,,55413,8736,19185,16094,7688,2581,463,666,15.77,34.62,29.04,13.87,4.66,0.84,1.2,55622
ACSSF,sd,312,0,21,,,,,46,,,59020,,,,,,,,,,43620,,,,,,,,,,,,,,,,,,Y,,31200US436204659020,Sioux Falls city,,,"Sioux Falls city, SD; Sioux Falls, SD Metro Area",4.36205E+11,188977110,1321086,4659020,,,,,,,129261,9096,27701,41901,33801,11256,4093,1413,7.04,21.43,32.42,26.15,8.71,3.17,1.09,73273
ACSSF,in,312,0,74,,,,,18,,,71000,,,,,,,,,,43780,,,,,,,,,,,,,,,,,,Y,,31200US437801871000,South Bend city,,,"South Bend city, IN; South Bend-Mishawaka, IN-MI Metro Area",4.37802E+11,107375135,1080837,1871000,,,,,,,67784,8041,21231,19868,10677,4924,1139,1904,11.86,31.32,29.31,15.75,7.26,1.68,2.81,50248
ACSSF,wa,312,0,64,,,,,53,,,67000,,,,,,,,,,44060,,,,,,,,,,,,,,,,,,Y,,31200US440605367000,Spokane city,,,"Spokane city, WA; Spokane-Spokane Valley, WA Metro Area",4.40605E+11,153448439,2001420,5367000,,,,,,,156822,8629,37822,59093,32979,12778,3299,2222,5.5,24.12,37.68,21.03,8.15,2.1,1.42,58714
ACSSF,wa,312,0,65,,,,,53,,,67167,,,,,,,,,,44060,,,,,,,,,,,,,,,,,,Y,,31200US440605367167,Spokane Valley city,,,"Spokane Valley city, WA; Spokane-Spokane Valley, WA Metro Area",4.40605E+11,,,5367167,,,,,,,74429,4559,22353,29127,13078,4405,249,658,6.13,30.03,39.13,17.57,5.92,0.33,0.88,58904
ACSSF,il,312,0,108,,,,,17,,,72000,,,,,,,,,,44100,,,,,,,,,,,,,,,,,,Y,,31200US441001772000,Springfield city,,,"Springfield city, IL; Springfield, IL Metro Area",4.41002E+11,154051393,16274507,1772000,,,,,,,80051,6090,20564,22549,17362,9536,2970,980,7.61,25.69,28.17,21.69,11.91,3.71,1.22,62505
ACSSF,ma,312,0,56,,,,,25,,,67000,,,,,,,,,,44140,,,,,,,,,,,,,,,,,,Y,,31200US441402567000,Springfield city,,,"Springfield city, MA; Springfield, MA Metro Area",4.41403E+11,82530152,3128111,2567000,,,,,,,96251,18926,34015,21892,12970,6734,1044,670,19.66,35.34,22.74,13.48,7,1.08,0.7,42498
ACSSF,mo,312,0,58,,,,,29,,,70000,,,,,,,,,,44180,,,,,,,,,,,,,,,,,,Y,,31200US441802970000,Springfield city,,,"Springfield city, MO; Springfield, MO Metro Area",4.41803E+11,211653532,1528953,2970000,,,,,,,108128,7889,30258,34904,23164,9044,1841,1028,7.3,27.98,32.28,21.42,8.36,1.7,0.95,41808
ACSSF,ca,312,0,256,,,,,6,,,75000,,,,,,,,,,44700,,,,,,,,,,,,,,,,,,Y,,31200US447000675000,Stockton city,,,"Stockton city, CA; Stockton, CA Metro Area",4.47001E+11,159723404,7984682,675000,,,,,,,199370,45548,53456,68642,21165,6547,2572,1440,22.85,26.81,34.43,10.62,3.28,1.29,0.72,69844
ACSSF,ny,312,0,97,,,,,36,,,73000,,,,,,,,,,45060,,,,,,,,,,,,,,,,,,Y,,31200US450603673000,Syracuse city,,,"Syracuse city, NY; Syracuse, NY Metro Area",4.50604E+11,64862322,1463257,3673000,,,,,,,93514,12253,27089,25256,15262,9479,2166,2009,13.1,28.97,27.01,16.32,10.14,2.32,2.15,40076
ACSSF,fl,312,0,134,,,,,12,,,70600,,,,,,,,,,45220,,,,,,,,,,,,,,,,,,Y,,31200US452201270600,Tallahassee city,,,"Tallahassee city, FL; Tallahassee, FL Metro Area",4.52201E+11,259637548,8306335,1270600,,,,,,,112948,6565,17950,30152,31718,16607,5250,4706,5.81,15.89,26.7,28.08,14.7,4.65,4.17,51224
ACSSF,fl,312,0,135,,,,,12,,,12875,,,,,,,,,,45300,,,,,,,,,,,,,,,,,,Y,,31200US453001212875,Clearwater city,,,"Clearwater city, FL; Tampa-St. Petersburg-Clearwater, FL Metro Area",4.53001E+11,66204140,35425521,1212875,,,,,,,91079,8365,26453,24843,19323,7447,2331,2317,9.18,29.04,27.28,21.22,8.18,2.56,2.54,56626
ACSSF,fl,312,0,136,,,,,12,,,39425,,,,,,,,,,45300,,,,,,,,,,,,,,,,,,Y,,31200US453001239425,Largo city,,,"Largo city, FL; Tampa-St. Petersburg-Clearwater, FL Metro Area",4.53001E+11,45629661,2511237,1239425,,,,,,,64262,5649,20435,19439,12837,4332,726,844,8.79,31.8,30.25,19.98,6.74,1.13,1.31,55228
ACSSF,fl,312,0,137,,,,,12,,,63000,,,,,,,,,,45300,,,,,,,,,,,,,,,,,,Y,,31200US453001263000,St. Petersburg city,,,"St. Petersburg city, FL; Tampa-St. Petersburg-Clearwater, FL Metro Area",4.53001E+11,159909751,196473878,1263000,,,,,,,194476,12621,44591,58089,53038,19635,4526,1976,6.49,22.93,29.87,27.27,10.1,2.33,1.02,64141
ACSSF,fl,312,0,138,,,,,12,,,71000,,,,,,,,,,45300,,,,,,,,,,,,,,,,,,Y,,31200US453001271000,Tampa city,,,"Tampa city, FL; Tampa-St. Petersburg-Clearwater, FL Metro Area",4.53001E+11,293727878,160127838,1271000,,,,,,,268691,29259,56391,60580,68639,32507,13672,7643,10.89,20.99,22.55,25.55,12.1,5.09,2.84,63404
ACSSF,fl,312,0,139,,,,,12,,,71625,,,,,,,,,,45540,,,,,,,,,,,,,,,,,,Y,,31200US455401271625,The Villages CDP,,,"The Villages CDP, FL (part); The Villages, FL Metro Area",4.55401E+11,70553428,3338086,1271625,,,,,,,,,,,,,,,,,,,,,,66615
ACSSF,oh,312,0,74,,,,,39,,,77000,,,,,,,,,,45780,,,,,,,,,,,,,,,,,,Y,,31200US457803977000,Toledo city,,,"Toledo city, OH; Toledo, OH Metro Area",4.57804E+11,208991246,8889079,3977000,,,,,,,182651,20331,60742,59621,28498,10155,1868,1436,11.13,33.26,32.64,15.6,5.56,1.02,0.79,44150
ACSSF,ks,312,0,38,,,,,20,,,71000,,,,,,,,,,45820,,,,,,,,,,,,,,,,,,Y,,31200US458202071000,Topeka city,,,"Topeka city, KS; Topeka, KS Metro Area",4.58202E+11,155833328,3362038,2071000,,,,,,,86996,6003,27658,27143,16817,7355,1250,770,6.9,31.79,31.2,19.33,8.45,1.44,0.89,49040
ACSSF,nj,312,0,68,,,,,34,,,74000,,,,,,,,,,45940,,,,,,,,,,,,,,,,,,Y,,31200US459403474000,Trenton city,,,"Trenton city, NJ; Trenton-Princeton, NJ Metro Area",4.59403E+11,19809483,1312637,3474000,,,,,,,62083,13856,23732,13658,7361,2534,721,221,22.32,38.23,22,11.86,4.08,1.16,0.36,41715
ACSSF,az,312,0,46,,,,,4,,,77000,,,,,,,,,,46060,,,,,,,,,,,,,,,,,,Y,,31200US460600477000,Tucson city,,,"Tucson city, AZ; Tucson, AZ Metro Area",4.606E+11,587173307,842214,477000,,,,,,,350124,41624,83032,123748,58821,29879,6061,6959,11.89,23.72,35.34,16.8,8.53,1.73,1.99,50306
ACSSF,ok,312,0,32,,,,,40,,,75000,,,,,,,,,,46140,,,,,,,,,,,,,,,,,,Y,,31200US461404075000,Tulsa city,,,"Tulsa city, OK; Tulsa, OK Metro Area",4.61404E+11,509590364,10967865,4075000,,,,,,,273027,32896,68827,74892,59467,23953,7805,5187,12.05,25.21,27.43,21.78,8.77,2.86,1.9,51008
ACSSF,al,312,0,48,,,,,1,,,77256,,,,,,,,,,46220,,,,,,,,,,,,,,,,,,Y,,31200US462200177256,Tuscaloosa city,,,"Tuscaloosa city, AL; Tuscaloosa, AL Metro Area",4.622E+11,156005262,26211286,177256,,,,,,,56962,4805,16968,13278,9796,7843,1389,2883,8.44,29.79,23.31,17.2,13.77,2.44,5.06,41770
ACSSF,tx,312,0,168,,,,,48,,,74144,,,,,,,,,,46340,,,,,,,,,,,,,,,,,,Y,,31200US463404874144,Tyler city,,,"Tyler city, TX; Tyler, TX Metro Area",4.63405E+11,139492221,1368018,4874144,,,,,,,69170,7657,18111,23597,12086,4421,1890,1408,11.07,26.18,34.11,17.47,6.39,2.73,2.04,54998
ACSSF,hi,312,0,17,,,,,15,,,71550,,,,,,,,,,46520,,,,,,,,,,,,,,,,,,Y,,31200US465201571550,Urban Honolulu CDP,,,"Urban Honolulu CDP, HI; Urban Honolulu, HI Metro Area",4.65202E+11,,,1571550,,,,,,,265184,22373,60958,75970,65694,25834,8390,5965,8.44,22.99,28.65,24.77,9.74,3.16,2.25,73434
ACSSF,ca,312,0,257,,,,,6,,,81666,,,,,,,,,,46700,,,,,,,,,,,,,,,,,,Y,,31200US467000681666,Vallejo city,,,"Vallejo city, CA; Vallejo, CA Metro Area",4.67001E+11,79438713,48871151,681666,,,,,,,88669,10165,23332,30223,16774,5168,2101,906,11.46,26.31,34.09,18.92,5.83,2.37,1.02,77711
ACSSF,tx,312,0,169,,,,,48,,,75428,,,,,,,,,,47020,,,,,,,,,,,,,,,,,,Y,,31200US470204875428,Victoria city,,,"Victoria city, TX; Victoria, TX Metro Area",4.70205E+11,91891491,383750,4875428,,,,,,,41059,7530,13965,11854,5792,1697,157,64,18.34,34.01,28.87,14.11,4.13,0.38,0.16,54786
ACSSF,va,312,0,59,,,,,51,,,35000,,,,,,,,,,47260,,,,,,,,,,,,,,,,,,Y,,31200US472605135000,Hampton city,,,"Hampton city, VA; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4.72605E+11,133160054,219853142,5135000,,,,,,,92008,5567,26985,33383,15607,8208,1284,974,6.05,29.33,36.28,16.96,8.92,1.4,1.06,57647
ACSSF,va,312,0,60,,,,,51,,,56000,,,,,,,,,,47260,,,,,,,,,,,,,,,,,,Y,,31200US472605156000,Newport News city,,,"Newport News city, VA; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4.72605E+11,177967764,131476125,5156000,,,,,,,119715,10336,34432,41523,18580,11066,1755,2023,8.63,28.76,34.68,15.52,9.24,1.47,1.69,58937
ACSSF,va,312,0,61,,,,,51,,,57000,,,,,,,,,,47260,,,,,,,,,,,,,,,,,,Y,,31200US472605157000,Norfolk city,,,"Norfolk city, VA; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4.72605E+11,140171293,109376999,5157000,,,,,,,148436,16296,32950,46910,31439,13090,4704,3047,10.98,22.2,31.6,21.18,8.82,3.17,2.05,58591
ACSSF,va,312,0,62,,,,,51,,,64000,,,,,,,,,,47260,,,,,,,,,,,,,,,,,,Y,,31200US472605164000,Portsmouth city,,,"Portsmouth city, VA; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4.72605E+11,87159966,33876240,5164000,,,,,,,66099,6959,19279,22957,11513,4684,282,425,10.53,29.17,34.73,17.42,7.09,0.43,0.64,54429
ACSSF,va,312,0,63,,,,,51,,,82000,,,,,,,,,,47260,,,,,,,,,,,,,,,,,,Y,,31200US472605182000,Virginia Beach city,,,"Virginia Beach city, VA; Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",4.72605E+11,644948896,643150238,5182000,,,,,,,316512,14994,70237,97564,85761,35195,8680,4081,4.74,22.19,30.82,27.1,11.12,2.74,1.29,81634
